,Date,Close,High,Low,Open,Volume,MA50,MA200
857,2011-06-23,438.51,440.11,427.76,432.44,2428236,459.1634,434.68095
858,2011-06-24,454.8,456.0,439.31,439.71,4151588,458.65060000000005,435.26305
859,2011-06-27,459.94,461.58,448.51,448.51,3125218,458.389,435.8392
860,2011-06-28,461.3,464.5,453.96,463.7,2133332,458.52619999999996,436.4069
861,2011-06-29,467.64,471.25,461.58,461.58,2958704,458.63059999999996,437.01489999999995
862,2011-06-30,473.37,476.49,466.5,467.62,5172916,458.42080000000004,437.64155
863,2011-07-01,476.45,478.89,471.57,478.89,1920840,458.48380000000003,438.25275
864,2011-07-04,473.97,479.69,471.69,476.89,1603734,458.4516,438.8131000000001
865,2011-07-05,471.47,476.09,469.05,475.61,2061136,458.4396,439.3992999999999
866,2011-07-06,472.81,476.85,468.37,470.99,1490178,458.5212,439.9558
867,2011-07-07,478.05,479.69,472.93,472.93,2602634,458.8818,440.54159999999996
868,2011-07-08,468.35,481.69,467.4,478.09,3412060,458.9928,440.9964
869,2011-07-11,462.36,470.81,458.34,467.7,1822504,459.0412,441.45824999999996
870,2011-07-12,457.84,459.22,444.55,453.98,4079404,459.158,441.9052
871,2011-07-13,459.32,466.9,452.11,459.7,3952600,459.31559999999996,442.35835
872,2011-07-14,449.19,463.14,447.35,459.7,6937844,459.44559999999996,442.76950000000005
873,2011-07-15,458.12,470.85,456.14,466.9,7279700,459.4848,443.241
874,2011-07-18,449.73,460.5,448.63,458.9,3125208,459.4626,443.66915
875,2011-07-19,455.72,458.96,447.81,448.35,2195292,459.5256,444.1142
876,2011-07-20,452.68,460.42,449.71,459.7,2807746,459.525,444.4755
877,2011-07-21,448.73,452.7,447.73,452.5,1850624,459.6716,444.82855
878,2011-07-22,453.06,456.22,450.31,450.41,2090442,459.78299999999996,445.2142
879,2011-07-25,455.66,457.3,448.97,453.7,4740714,459.9146,445.5943
880,2011-07-26,457.56,460.48,450.61,455.62,3968722,460.0,446.00535
881,2011-07-27,458.56,461.56,454.96,459.28,2024290,459.99940000000004,446.43365
882,2011-07-28,452.71,458.86,449.0,456.9,4093814,459.80400000000003,446.83605000000006
883,2011-07-29,455.7,457.7,449.54,454.09,1719138,459.5878000000001,447.23404999999997
884,2011-08-01,454.99,460.87,450.93,457.86,1982346,459.4246,447.54510000000005
885,2011-08-02,453.15,454.49,449.78,453.09,2025292,459.3568,447.8604
886,2011-08-03,445.01,451.17,439.0,448.88,3064246,459.29519999999997,448.2057
887,2011-08-04,439.2,448.68,437.3,444.89,3049294,459.06080000000003,448.46074999999996
888,2011-08-05,424.01,430.45,412.01,430.11,5269388,458.45259999999996,448.66655
889,2011-08-08,402.93,414.15,399.42,405.28,6549306,457.36400000000003,448.77585
890,2011-08-09,386.68,394.86,379.83,386.76,8159270,455.9092,448.75849999999997
891,2011-08-10,394.4,405.6,390.29,400.39,5949080,454.46380000000005,448.67294999999996
892,2011-08-11,392.11,394.13,385.96,392.77,2900464,453.03340000000003,448.52305
893,2011-08-12,379.61,397.54,375.74,397.0,4169084,451.4771999999999,448.31924999999995
