,Date,Close,High,Low,Open,Volume,MA50,MA200
2172,2016-11-02,1001.32,1018.69,997.39,1017.38,2325076,1053.152,1058.21075
2173,2016-11-03,1008.02,1014.77,992.83,996.96,1463310,1050.4398,1058.1339
2174,2016-11-04,1012.84,1015.27,996.96,1008.26,1183752,1048.128,1058.1564
2175,2016-11-07,989.59,1019.08,982.2,1016.04,2048052,1045.8262000000002,1058.13795
2176,2016-11-08,992.26,1002.61,982.18,991.07,1933634,1043.124,1058.235
2177,2016-11-09,943.0,988.7,931.27,947.41,4500226,1039.6879999999999,1058.0866
2178,2016-11-10,936.74,963.71,930.38,958.19,2172426,1036.3088,1057.94465
2179,2016-11-11,913.15,933.09,906.65,933.09,2398424,1032.684,1057.6494500000001
2180,2016-11-15,921.9,937.66,891.74,919.99,6290324,1029.4458,1057.3944999999999
2181,2016-11-16,951.58,959.97,929.16,932.25,4019958,1026.4232,1057.2862
2182,2016-11-17,928.81,959.84,925.75,949.59,2504688,1023.23,1057.1071
2183,2016-11-18,923.55,934.37,914.47,930.9,2140534,1019.9644000000001,1056.81345
2184,2016-11-21,926.94,930.03,914.82,924.03,1793366,1016.7034000000001,1056.5177
2185,2016-11-22,927.86,946.3,922.23,926.55,1318860,1013.7274000000001,1056.19425
2186,2016-11-23,937.13,940.0,924.47,933.94,1275808,1011.3138,1055.89265
2187,2016-11-24,951.09,959.41,928.73,936.5,3026234,1010.2062,1055.53225
2188,2016-11-25,999.72,1002.72,952.72,961.32,4276148,1009.8081999999999,1055.3906
2189,2016-11-28,992.0,1008.02,978.66,996.96,1924296,1009.1986,1055.2202
2190,2016-11-29,982.12,996.09,978.94,988.7,1442296,1008.6566,1054.9615
2191,2016-11-30,989.16,997.28,974.49,984.35,3445832,1008.2683999999999,1054.72995
2192,2016-12-01,983.68,995.22,979.59,989.57,1123052,1007.4693999999998,1054.46695
2193,2016-12-02,965.6,986.87,958.36,981.31,1998032,1005.8776000000001,1054.23975
2194,2016-12-05,950.02,972.55,943.07,968.71,2249526,1004.0169999999999,1054.10915
2195,2016-12-06,948.43,957.82,943.02,951.76,1593444,1002.0648,1053.99755
2196,2016-12-07,936.35,949.35,932.48,948.37,2065706,1000.1777999999999,1053.9770999999998
2197,2016-12-08,954.26,955.67,938.72,938.94,3239546,998.4748,1053.9849000000002
2198,2016-12-09,954.04,964.75,944.5,958.28,1588718,996.7414,1053.9006
2199,2016-12-12,959.67,963.75,940.02,953.84,1311758,994.8172,1053.85215
2200,2016-12-13,956.24,963.93,948.72,963.93,2147534,992.9376,1053.76515
2201,2016-12-14,959.41,966.84,951.32,962.19,1870366,990.9934,1053.6078000000002
2202,2016-12-15,981.88,987.44,956.97,956.97,4295410,989.5594,1053.55465
2203,2016-12-16,992.02,995.22,978.7,989.57,1987230,988.4938000000001,1053.5602000000001
2204,2016-12-19,994.74,998.56,982.75,990.87,1334210,987.5394,1053.6904
2205,2016-12-20,1016.64,1019.12,993.94,996.09,2922760,987.1858,1054.0436
2206,2016-12-21,1005.47,1018.6,1002.0,1018.6,2034902,986.5880000000001,1054.3369
2207,2016-12-22,1002.91,1010.43,993.57,1002.17,1868300,986.1206,1054.6224
2208,2016-12-23,994.39,1007.28,990.35,999.56,1118954,985.3745999999999,1054.9374
2209,2016-12-26,996.57,1000.26,984.79,984.79,897408,985.1178,1055.0497
2210,2016-12-27,1009.73,1012.6,991.52,991.52,1294692,984.8008,1055.1375
2211,2016-12-28,1005.39,1021.25,1000.93,1011.17,1350418,984.4294,1055.08745
2212,2016-12-29,1022.03,1025.6,1000.87,1000.87,1963516,984.0636,1055.1539500000001
2213,2016-12-30,1028.05,1033.72,1019.4,1023.42,1405748,983.8624000000001,1055.2575
2214,2017-01-02,1026.23,1032.2,1022.34,1028.51,823132,983.5723999999999,1055.34565
2215,2017-01-03,1029.22,1030.72,1018.38,1026.18,1475324,983.1037999999999,1055.4679
2216,2017-01-04,1034.11,1038.18,1024.9,1029.86,1420066,982.6848,1055.57835
2217,2017-01-05,1014.51,1038.66,1008.43,1036.07,2216404,982.128,1055.6127000000001
2218,2017-01-06,991.48,1012.32,980.92,1008.69,3009896,981.1297999999999,1055.5855999999999
2219,2017-01-09,1001.17,1004.47,980.88,988.7,1854578,980.1354000000001,1055.61305
2220,2017-01-10,1006.24,1012.52,995.87,1001.3,1533914,979.4110000000001,1055.6124
2221,2017-01-11,1010.17,1012.43,990.96,1006.08,1931296,979.1886,1055.4734999999998
2222,2017-01-12,1018.84,1025.64,1001.3,1010.17,2570374,979.5390000000001,1055.3343
2223,2017-01-13,977.53,1024.75,972.55,1020.42,10235580,978.9292,1054.9311
2224,2017-01-16,981.55,988.22,968.27,977.83,3364808,978.3034,1054.5465000000002
2225,2017-01-17,990.33,994.26,979.05,979.96,3009956,978.3181999999999,1054.2066499999999
2226,2017-01-18,997.43,998.69,984.55,990.0,3136574,978.4216,1053.9108999999999
2227,2017-01-19,995.65,997.46,992.15,997.39,2251676,979.4746,1053.5632500000002
2228,2017-01-20,993.2,999.56,984.35,993.91,2037246,980.6037999999999,1053.13745
2229,2017-01-23,1005.33,1008.3,984.89,987.16,2318546,982.4473999999999,1052.91435
2230,2017-01-24,1010.41,1012.44,998.06,1004.16,2282638,984.2176000000001,1052.6795000000002
2231,2017-01-25,1025.51,1028.56,1010.28,1012.26,4111648,985.6962,1052.5383499999998
2232,2017-01-27,1027.61,1036.74,1022.05,1022.05,2871658,987.6722,1052.3667500000001
2233,2017-01-30,1016.75,1025.06,1010.33,1020.28,2577956,989.5362,1052.1646
2234,2017-01-31,971.82,1016.38,958.85,1011.13,4666804,990.4337999999999,1051.8207
2235,2017-02-01,944.84,976.24,939.46,967.55,4864152,990.7733999999999,1051.1823000000002
2236,2017-02-02,962.17,967.11,938.35,945.78,6009482,991.2742,1050.6059500000001
2237,2017-02-03,973.02,977.57,954.91,963.06,2153372,991.7128,1050.0665999999999
2238,2017-02-06,976.59,984.33,965.35,984.11,2408910,991.2502000000001,1049.5589
2239,2017-02-07,978.27,981.76,970.16,978.01,1814638,990.9756,1049.2081
2240,2017-02-08,989.75,994.83,978.03,978.4,2212584,991.1281999999999,1048.9702
2241,2017-02-09,1009.95,1014.62,989.43,991.52,4033202,991.5440000000001,1048.8490000000002
2242,2017-02-10,1045.1,1056.65,1007.21,1007.21,5782160,992.7724000000001,1048.8303999999998
2243,2017-02-13,1052.21,1058.64,1038.31,1044.26,3819812,994.5045999999999,1048.7649000000001
2244,2017-02-14,1048.72,1054.56,1045.13,1054.56,2033328,996.4786,1048.63635
2245,2017-02-15,1051.97,1058.2,1035.15,1044.69,1924972,998.5494,1048.48845
2246,2017-02-16,1066.81,1079.99,1061.51,1072.15,4175680,1001.1586,1048.39815
2247,2017-02-17,1049.44,1078.95,1046.87,1077.38,2723324,1003.0622,1048.23985
2248,2017-02-20,1090.54,1113.55,1049.53,1056.89,3973948,1005.7922,1048.3909999999998
2249,2017-02-21,1074.48,1100.87,1070.03,1095.68,5501112,1008.0884,1048.4621
2250,2017-02-22,1051.01,1076.51,1046.06,1074.72,4505496,1009.9838000000001,1048.4323000000002
2251,2017-02-23,1081.65,1086.64,1052.54,1052.54,4853352,1012.4286,1048.54905
2252,2017-02-27,1085.16,1090.45,1076.53,1080.47,2139892,1014.4942,1048.5996
2253,2017-02-28,1074.87,1085.22,1067.79,1085.01,2354828,1016.1511999999999,1048.57655
2254,2017-03-01,1080.67,1090.41,1076.51,1080.82,1130374,1017.8697999999999,1048.59235
2255,2017-03-02,1090.21,1093.94,1076.53,1083.79,1544942,1019.3412,1048.5534
2256,2017-03-03,1086.99,1089.45,1078.86,1086.09,1013970,1020.9716000000001,1048.5899
2257,2017-03-06,1077.6,1082.61,1069.77,1080.87,1400694,1022.4654,1048.5201000000002
2258,2017-03-07,1089.49,1091.76,1078.71,1082.13,1511672,1024.3674,1048.469
2259,2017-03-08,1094.9,1098.3,1086.18,1090.45,1791510,1026.334,1048.4858
2260,2017-03-09,1098.19,1100.04,1091.35,1095.75,858468,1028.1032,1048.50655
2261,2017-03-10,1108.0,1111.18,1095.66,1098.12,1171420,1030.1554,1048.6355
2262,2017-03-14,1119.0,1127.56,1111.83,1114.34,3402294,1032.0948,1048.9004
2263,2017-03-15,1088.84,1121.03,1086.9,1120.96,3022496,1033.3106,1049.0653
2264,2017-03-16,1098.69,1101.35,1092.2,1092.2,1571818,1034.7598,1049.1537999999998
2265,2017-03-17,1100.8,1109.63,1093.83,1109.63,2593152,1036.1914,1049.20525
2266,2017-03-20,1080.87,1100.89,1074.76,1100.89,3487540,1037.1266,1049.1058
2267,2017-03-21,1083.79,1086.1,1074.33,1081.74,3373700,1038.5122000000001,1048.88455
2268,2017-03-22,1080.41,1087.84,1076.48,1080.93,1888716,1040.2908,1048.78975
2269,2017-03-23,1072.3,1083.07,1066.57,1081.74,2620638,1041.7133999999999,1048.51715
2270,2017-03-24,1057.85,1076.42,1056.15,1076.42,5099814,1042.7456,1048.1368
2271,2017-03-27,1051.25,1063.43,1048.61,1057.74,2181270,1043.5672,1047.7675
2272,2017-03-28,1059.05,1064.91,1050.36,1050.36,1153158,1044.3714,1047.4157
2273,2017-03-29,1065.44,1068.14,1057.16,1061.69,1717764,1046.1296,1047.05555
2274,2017-03-30,1063.87,1074.33,1061.25,1065.57,2986086,1047.776,1046.72655
2275,2017-03-31,1059.86,1063.8,1052.54,1062.73,1867044,1049.1666,1046.455
2276,2017-04-03,1051.1,1061.25,1049.57,1061.25,1196888,1050.24,1046.1861
2277,2017-04-05,1046.54,1054.67,1043.82,1054.67,2905568,1051.2578,1045.9133499999998
2278,2017-04-06,1046.02,1050.36,1042.75,1046.0,1720704,1052.3142,1045.6642499999998
2279,2017-04-07,1058.66,1060.49,1042.58,1043.78,2277012,1053.3808,1045.4308
2280,2017-04-10,1055.7,1067.35,1048.18,1059.94,2543264,1054.2866,1045.1794
2281,2017-04-11,1054.41,1064.78,1048.61,1053.54,1557784,1054.8646,1044.8258
2282,2017-04-12,1043.06,1058.2,1038.59,1055.8,1050538,1055.1736,1044.2929000000001
2283,2017-04-13,1014.9,1049.92,1011.59,1046.0,2500472,1055.1366,1043.6367
2284,2017-04-17,1008.89,1016.75,1000.3,1015.66,2270882,1055.878,1042.9149
2285,2017-04-18,1006.25,1017.32,1003.31,1015.49,1730620,1057.1062,1042.2281
2286,2017-04-19,1002.04,1023.64,981.84,986.51,5626812,1057.9036,1041.6745999999998
2287,2017-04-20,1013.53,1016.36,998.47,1004.72,1268842,1058.7138,1041.34735
2288,2017-04-21,1007.12,1017.95,1002.85,1015.1,1161154,1059.3244,1041.057
2289,2017-04-24,1014.66,1019.7,994.79,1002.42,2000020,1060.0522,1040.72015
2290,2017-04-25,1007.43,1021.79,1003.59,1014.62,3148710,1060.4058,1040.23865
2291,2017-04-26,1006.93,1021.57,1003.74,1019.85,2187438,1060.3454,1039.8676
2292,2017-04-27,1003.57,1014.53,992.67,1005.05,5773186,1059.5148,1039.4941000000001
2293,2017-04-28,990.71,1001.87,988.47,999.8,2540510,1058.2848,1039.07555
2294,2017-05-02,998.01,1003.29,993.7,999.8,2382696,1057.2706,1038.81345
2295,2017-05-03,1018.67,1022.03,988.69,1000.24,3514406,1056.6046,1038.6616000000001
2296,2017-05-04,1015.53,1024.21,1006.25,1024.18,2708208,1055.579,1038.41285
2297,2017-05-05,1011.35,1016.58,1003.5,1005.9,1682474,1054.8172,1038.1415
2298,2017-05-08,1020.92,1023.07,1010.13,1011.57,1071782,1053.4248,1037.85715
2299,2017-05-09,1025.32,1029.0,1016.6,1021.57,1790270,1052.4416,1037.53255
2300,2017-05-10,1016.56,1026.89,1009.39,1026.39,1206388,1051.7526,1037.3296
2301,2017-05-11,1023.97,1028.57,1012.33,1023.03,2071302,1050.599,1037.1894499999999
2302,2017-05-12,1028.85,1032.88,1011.15,1021.29,2314446,1049.4728,1037.0029
2303,2017-05-15,1030.79,1036.39,1020.55,1035.15,1817604,1048.5911999999998,1036.7639
2304,2017-05-16,1058.7,1061.25,1034.43,1037.28,3601026,1048.1517999999999,1036.64045
2305,2017-05-17,1070.12,1072.48,1056.02,1060.6,2876198,1047.75,1036.55455
2306,2017-05-18,1105.36,1120.96,1064.41,1067.79,5138594,1048.1173999999999,1036.5357
2307,2017-05-19,1092.7,1107.25,1083.48,1105.36,1786044,1048.4193999999998,1036.46735
2308,2017-05-22,1103.25,1113.01,1093.94,1093.94,1663940,1048.6945999999998,1036.3976499999999
2309,2017-05-23,1099.04,1117.54,1095.68,1104.05,2748596,1048.7774,1036.21655
2310,2017-05-24,1115.36,1120.09,1102.5,1104.75,2534548,1049.1208,1036.11695
2311,2017-05-25,1143.89,1149.53,1119.22,1123.14,4094094,1049.8385999999998,1035.9671999999998
2312,2017-05-26,1123.69,1144.87,1117.76,1144.06,1362550,1049.9324,1035.7361
2313,2017-05-29,1121.33,1131.64,1117.47,1124.01,1749290,1050.5822,1035.58615
2314,2017-05-30,1111.85,1122.68,1100.48,1115.73,927634,1050.8454,1035.3981
2315,2017-05-31,1109.89,1121.18,1101.78,1103.96,2502730,1051.0272,1035.2065499999999
2316,2017-06-01,1112.94,1117.47,1102.66,1102.66,1080064,1051.6686,1035.0294000000001
2317,2017-06-02,1117.87,1129.61,1112.46,1114.1,1355648,1052.3501999999999,1034.87535
2318,2017-06-05,1134.89,1141.84,1115.8,1117.91,1500188,1053.4397999999999,1034.7518
2319,2017-06-06,1175.0,1180.65,1146.24,1146.68,5946720,1055.4938,1034.75405
2320,2017-06-07,1139.81,1176.75,1122.94,1175.44,4927776,1057.133,1034.51845
2321,2017-06-08,1099.0,1135.32,1096.34,1132.29,3330714,1058.088,1034.18015
2322,2017-06-09,1092.63,1110.24,1083.48,1098.3,3148034,1058.7595999999999,1033.9555
2323,2017-06-12,1084.0,1095.2,1076.68,1088.27,1626506,1059.1308,1033.65735
2324,2017-06-13,1080.41,1093.43,1078.41,1086.34,1175414,1059.4616,1033.41725
2325,2017-06-14,1088.63,1091.19,1081.93,1081.93,1489142,1060.037,1033.337
2326,2017-06-15,1062.63,1088.41,1059.9,1088.1,2997198,1060.2676,1033.0133
2327,2017-06-16,1057.56,1073.12,1051.74,1064.28,2450426,1060.488,1032.7270999999998
2328,2017-06-19,1071.66,1078.12,1059.96,1065.14,1644742,1061.0008,1032.5569
2329,2017-06-20,1077.52,1079.29,1049.01,1071.35,1670958,1061.378,1032.47255
2330,2017-06-21,1060.47,1076.27,1056.46,1075.32,1657818,1061.4734,1032.3558500000001
2331,2017-06-22,1055.42,1071.35,1051.08,1061.66,5775882,1061.4936,1032.1194
2332,2017-06-23,1040.81,1063.84,1037.42,1057.43,1424756,1061.4486,1031.8811
2333,2017-06-27,1032.51,1050.95,1027.55,1035.92,1974330,1061.8008,1031.6095
2334,2017-06-28,1035.68,1039.18,1029.05,1035.61,1789726,1062.3366,1031.33795
2335,2017-06-29,1028.28,1045.38,1023.8,1039.62,2471826,1062.7772,1031.0960499999999
2336,2017-06-30,1041.1,1047.56,1023.8,1024.38,1753848,1063.5584,1031.0125
2337,2017-07-03,1046.06,1050.22,1032.62,1038.92,1475956,1064.2089999999998,1031.21045
2338,2017-07-04,1043.08,1049.08,1035.68,1045.93,1215134,1064.9281999999998,1031.32775
2339,2017-07-05,1038.3,1042.27,1033.45,1040.42,815856,1065.401,1031.40685
2340,2017-07-06,1034.58,1040.9,1031.29,1039.62,1026788,1065.9440000000002,1031.5336499999999
2341,2017-07-07,1027.7,1038.5,1024.86,1035.66,1232090,1066.3594,1031.6293
2342,2017-07-10,1073.1,1077.48,1048.42,1060.34,783608,1067.75,1031.8766500000002
2343,2017-07-11,1091.1,1108.29,1069.15,1069.15,3537504,1069.7578,1032.1062
2344,2017-07-12,1075.08,1094.4,1070.96,1094.05,2646450,1071.2992,1032.2663499999999
2345,2017-07-13,1078.14,1089.42,1069.42,1077.52,3131960,1072.4886,1032.42685
2346,2017-07-14,1056.57,1068.71,1046.68,1050.2,4508432,1073.3094,1032.5562
2347,2017-07-17,1055.69,1067.43,1049.85,1056.68,2211822,1074.1961999999999,1032.6376
2348,2017-07-18,1061.37,1076.64,1056.0,1056.0,1908002,1075.0051999999998,1032.7409
2349,2017-07-19,1079.55,1084.14,1064.35,1064.52,3915576,1076.0898,1032.85925
2350,2017-07-20,1077.39,1082.77,1071.13,1079.4,1182504,1077.3064,1032.9950999999999
2351,2017-07-21,1097.88,1101.76,1072.92,1073.07,2148416,1078.7846,1033.2014
2352,2017-07-24,1118.44,1122.55,1096.91,1096.91,2271402,1080.5764,1033.5257000000001
2353,2017-07-25,1136.47,1140.22,1113.0,1116.25,2678832,1082.69,1033.98155
2354,2017-07-26,1129.62,1138.01,1125.64,1131.39,1459826,1084.1084,1034.41735
2355,2017-07-27,1096.78,1142.35,1090.06,1123.52,4255304,1084.6416,1034.72965
2356,2017-07-28,1097.93,1101.8,1079.24,1096.47,1382752,1084.493,1035.0425
2357,2017-07-31,1101.24,1113.26,1088.52,1092.05,2019662,1084.6638,1035.4173
2358,2017-08-01,1105.6,1114.04,1100.89,1104.87,1747460,1084.7108,1035.78685
2359,2017-08-02,1093.29,1108.4,1088.07,1104.87,1251024,1084.5958,1036.20625
2360,2017-08-03,1100.21,1105.75,1090.04,1096.03,1882548,1084.2928,1036.5793999999999
2361,2017-08-04,1114.94,1117.37,1099.56,1100.8,1387890,1083.7138,1037.0343
2362,2017-08-07,1106.39,1113.71,1096.56,1112.16,1885520,1083.3678,1037.36465
2363,2017-08-08,1106.22,1117.51,1103.23,1110.17,1073958,1083.0656,1037.7052
2364,2017-08-09,1110.17,1114.97,1101.91,1104.87,992946,1083.032,1038.0523999999998
2365,2017-08-10,1109.93,1113.97,1098.84,1108.85,1526172,1083.0328,1038.3388
2366,2017-08-11,1103.12,1120.34,1097.35,1104.82,1394736,1082.8364,1038.5791
2367,2017-08-14,1091.34,1109.24,1088.52,1106.19,786504,1082.3058,1038.82405
2368,2017-08-16,1101.49,1124.22,1089.49,1097.8,1373340,1081.6378000000002,1039.12455
2369,2017-08-17,1098.53,1107.08,1088.12,1105.18,1752374,1080.1084,1039.36275
2370,2017-08-18,1110.97,1126.92,1092.23,1093.38,2837356,1079.5316,1039.7053
2371,2017-08-21,1117.6,1126.52,1102.35,1107.3,2304834,1079.9036,1040.18685
2372,2017-08-22,1103.79,1122.32,1101.33,1115.03,1131326,1080.1268,1040.6992
2373,2017-08-23,1100.21,1112.29,1093.0,1107.08,1562272,1080.451,1041.16015
2374,2017-08-24,1103.37,1112.8,1098.75,1103.85,1623908,1080.9101999999998,1041.6127999999999
2375,2017-08-28,1099.26,1107.25,1087.63,1106.9,2036796,1081.1228,1042.1611500000001
2376,2017-08-29,1091.99,1103.1,1088.94,1096.91,1312602,1081.71,1042.6598
2377,2017-08-30,1098.04,1100.45,1087.23,1096.47,970782,1082.5195999999999,1043.435
2378,2017-08-31,1103.25,1106.81,1090.13,1098.24,1784664,1083.1514,1044.26755
2379,2017-09-01,1085.62,1104.01,1076.83,1096.03,1702330,1083.3134,1045.1299
2380,2017-09-04,1085.51,1087.63,1077.47,1084.14,1062544,1083.8142,1045.94795
2381,2017-09-05,1097.95,1100.45,1077.05,1087.19,1165994,1084.6648,1046.6798
2382,2017-09-06,1084.18,1093.75,1082.77,1090.79,1228764,1085.5322,1047.45665
2383,2017-09-07,1087.23,1090.9,1083.23,1086.31,870636,1086.6266,1048.27505
2384,2017-09-08,1091.87,1093.38,1083.9,1084.43,1021134,1087.7504,1049.0996999999998
2385,2017-09-11,1084.74,1097.33,1082.77,1092.14,732764,1088.8796,1049.8841
2386,2017-09-12,1099.76,1103.54,1085.86,1093.33,1396460,1090.0528,1050.69725
2387,2017-09-13,1100.09,1118.86,1093.91,1104.87,1278980,1091.1334000000002,1051.44225
2388,2017-09-14,1099.1,1103.81,1092.45,1096.91,1081510,1092.2538,1051.93915
2389,2017-09-15,1107.54,1112.38,1098.24,1104.43,2944072,1093.6386,1052.51685
2390,2017-09-18,1104.45,1113.24,1100.12,1107.06,726600,1095.0359999999998,1053.1285
2391,2017-09-19,1104.09,1107.08,1101.11,1107.08,782754,1096.5638000000001,1053.70315
2392,2017-09-20,1102.02,1111.05,1093.51,1111.05,1334642,1097.1422,1054.29485
2393,2017-09-21,1115.87,1122.99,1096.03,1100.91,2438740,1097.6376,1055.0462
2394,2017-09-22,1106.46,1116.76,1101.33,1113.66,2435396,1098.2652,1055.8284
2395,2017-09-25,1109.62,1119.89,1101.66,1103.34,1599558,1098.8948,1056.63435
2396,2017-09-26,1093.66,1116.54,1089.84,1109.29,1449230,1099.6366,1057.4209
2397,2017-09-27,1102.66,1110.26,1093.27,1100.45,2010356,1100.576,1058.1629
2398,2017-09-28,1094.46,1111.06,1083.65,1102.53,4332866,1101.2377999999999,1058.865
2399,2017-09-29,1076.56,1097.8,1070.17,1095.59,1985014,1101.178,1059.44945
2400,2017-10-03,1082.09,1084.67,1072.63,1078.35,1923006,1101.272,1060.0787
2401,2017-10-04,1079.37,1084.54,1071.72,1082.59,1300778,1100.9017999999999,1060.6785
2402,2017-10-05,1073.76,1079.88,1071.46,1078.79,1684686,1100.0082,1061.1379000000002
2403,2017-10-06,1081.29,1084.98,1073.07,1073.93,1389188,1098.9046,1061.58425
2404,2017-10-09,1084.58,1090.7,1078.82,1078.82,1773616,1098.0038,1062.03345
2405,2017-10-10,1086.86,1091.59,1083.32,1084.98,1222010,1097.8054,1062.3845499999998
2406,2017-10-11,1105.02,1111.25,1085.75,1087.19,1527746,1097.9472,1062.8823
2407,2017-10-12,1126.17,1129.17,1107.96,1110.61,5006356,1098.4458,1063.4986
2408,2017-10-13,1130.77,1153.02,1115.03,1126.17,4066320,1098.9492,1064.1805
2409,2017-10-16,1142.17,1144.64,1129.2,1129.2,1218590,1099.9268000000002,1064.9085
2410,2017-10-17,1146.65,1155.67,1139.14,1142.43,1443016,1100.8555999999999,1065.5931
2411,2017-10-18,1143.14,1155.1,1140.22,1146.85,1514144,1101.4196,1066.28185
2412,2017-10-19,1141.95,1147.21,1136.25,1145.53,86822,1102.1308,1066.88145
2413,2017-10-23,1143.72,1161.88,1125.84,1141.99,1886088,1102.8808,1067.4598
2414,2017-10-24,1139.52,1158.3,1135.38,1157.9,1339020,1103.4678,1068.02625
2415,2017-10-25,1134.42,1158.39,1132.25,1142.66,1105106,1103.9576,1068.55225
2416,2017-10-26,1125.09,1138.52,1115.81,1123.43,3007552,1104.397,1069.0071500000001
2417,2017-10-27,1145.23,1149.15,1121.3,1124.72,1409270,1105.4748,1069.66075
2418,2017-10-30,1159.37,1161.05,1144.08,1145.99,1137252,1106.6324,1070.5002
2419,2017-10-31,1162.83,1169.92,1152.77,1152.77,1592634,1107.9184,1071.3085
2420,2017-11-01,1153.45,1164.09,1142.82,1162.83,741882,1108.7679999999998,1072.0445499999998
2421,2017-11-02,1163.78,1184.98,1155.18,1155.96,1468422,1109.6915999999999,1072.8126
2422,2017-11-03,1161.1,1168.45,1153.43,1166.55,666886,1110.8378,1073.5239
2423,2017-11-06,1181.24,1184.01,1157.4,1161.05,1377000,1112.4584,1074.5424500000001
2424,2017-11-07,1200.96,1226.64,1181.46,1183.21,2696892,1114.4102,1075.6395
2425,2017-11-08,1212.02,1222.65,1204.59,1206.7,1402252,1116.6653999999999,1076.74795
2426,2017-11-09,1212.64,1218.66,1205.06,1218.66,1152432,1119.0783999999999,1077.824
2427,2017-11-10,1200.38,1208.03,1193.56,1206.34,1356566,1121.1252,1078.84765
2428,2017-11-13,1222.63,1230.81,1197.41,1197.41,1496996,1123.5128,1079.9948
2429,2017-11-14,1202.98,1221.57,1199.83,1221.57,1657252,1125.86,1080.9830499999998
2430,2017-11-15,1198.85,1220.88,1197.1,1199.16,6670834,1128.1268,1081.92525
2431,2017-11-16,1217.18,1224.42,1190.72,1200.94,1653482,1130.5114,1082.8836000000001
2432,2017-11-17,1199.74,1217.82,1198.1,1217.82,1325464,1132.8226,1083.74425
2433,2017-11-20,1198.03,1208.43,1194.42,1203.15,1014498,1135.0385999999999,1084.6506499999998
2434,2017-11-21,1184.52,1196.95,1181.44,1196.95,1527740,1136.8916,1085.71415
2435,2017-11-22,1187.93,1200.8,1184.27,1184.54,1822624,1138.9554,1086.9296
2436,2017-11-23,1188.2,1193.4,1182.77,1188.09,793470,1140.7241999999999,1088.0597500000001
2437,2017-11-24,1191.21,1197.79,1184.59,1188.53,2287512,1142.5466,1089.1507000000001
2438,2017-11-27,1190.24,1194.69,1179.75,1191.19,1856786,1144.3694,1090.21895
2439,2017-11-28,1189.99,1197.57,1183.21,1190.3,911716,1146.0184,1091.27755
2440,2017-11-29,1177.96,1193.4,1174.35,1186.53,1447532,1147.4886,1092.2186
2441,2017-11-30,1168.59,1181.86,1162.38,1175.97,4299962,1148.7785999999999,1093.0118
2442,2017-12-01,1165.46,1182.32,1161.72,1167.7,1031144,1150.0474000000002,1093.6136
2443,2017-12-04,1166.53,1178.12,1153.5,1161.94,1259104,1151.0606,1094.1852
2444,2017-12-05,1167.94,1175.1,1164.67,1165.93,1167914,1152.2902,1094.7812999999999
2445,2017-12-06,1166.95,1172.13,1157.88,1168.14,1407518,1153.4368000000002,1095.3562
2446,2017-12-07,1159.84,1172.55,1158.84,1166.5,1326300,1154.7604,1095.82135
2447,2017-12-08,1152.86,1172.13,1150.86,1160.17,1385548,1155.7644,1096.33845
2448,2017-12-11,1179.27,1184.39,1155.89,1155.89,1008002,1157.4605999999999,1096.7821000000001
2449,2017-12-12,1157.57,1179.67,1155.47,1179.22,1882246,1159.0808,1097.19755
2450,2017-12-13,1164.78,1174.99,1152.63,1157.24,2961458,1160.7346,1097.7664
2451,2017-12-14,1133.49,1166.37,1121.66,1166.37,5504150,1161.817,1098.0256
2452,2017-12-15,1128.08,1145.3,1124.21,1136.13,2718138,1162.9034,1098.2402
2453,2017-12-18,1143.55,1147.29,1105.37,1124.27,2180664,1164.1485999999998,1098.5836
2454,2017-12-19,1141.24,1151.22,1136.55,1141.56,1801952,1165.2818,1098.88645
2455,2017-12-20,1147.29,1148.98,1130.32,1144.21,1577570,1166.4904000000001,1099.17185
2456,2017-12-21,1150.29,1155.74,1143.35,1146.43,1293648,1167.3958,1099.48835
2457,2017-12-22,1172.91,1180.51,1147.85,1153.96,3665664,1168.3306,1099.9649
2458,2017-12-26,1174.1,1191.96,1166.19,1190.3,2175786,1169.1972,1100.38795
2459,2017-12-27,1161.01,1178.12,1156.84,1174.1,739284,1169.5739999999998,1100.7185
2460,2017-12-28,1164.13,1175.9,1154.69,1156.09,2605088,1169.9236,1101.0482000000002
2461,2017-12-29,1197.04,1200.45,1160.41,1162.43,2609542,1171.0016,1101.4934
2462,2018-01-01,1172.4,1194.2,1167.7,1188.66,1351760,1171.6106,1101.7604000000001
2463,2018-01-02,1166.02,1183.03,1161.14,1178.78,1920290,1172.0566,1102.1463
2464,2018-01-03,1169.32,1182.77,1166.02,1166.37,1257120,1172.6526000000001,1102.49945
2465,2018-01-04,1177.49,1179.67,1169.92,1174.35,913082,1173.5140000000001,1102.8828999999998
2466,2018-01-05,1191.72,1196.28,1174.35,1174.35,1153706,1174.8466,1103.43715
2467,2018-01-08,1202.89,1208.4,1188.46,1196.51,1242220,1175.9998,1104.03265
2468,2018-01-09,1200.49,1205.81,1186.11,1203.15,2149396,1176.8222,1104.6330500000001
2469,2018-01-10,1243.75,1247.91,1194.13,1201.38,3365850,1178.4406,1105.4903
2470,2018-01-11,1236.61,1250.53,1232.93,1245.25,2520744,1180.1038,1106.3841
2471,2018-01-12,1230.34,1243.04,1214.48,1243.04,3360314,1181.435,1107.27955
2472,2018-01-15,1216.93,1244.37,1212.04,1230.69,1457214,1182.5515999999998,1108.06895
